,BoxOffice,Runtime,Title,Year,imdbVotes,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,Country,Country_count,Adj_Score
2158,177164158.37195098,105,Double Jeopardy,1999,66751,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"USA, Germany, Canada",3,15.366979291888724
2159,126590723.94681203,132,Lee Daniels' The Butler,2013,100787,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,8.367880650744105
2160,131103008.4782,114,Green Lantern,2011,247724,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,USA,1,14.915765270993262
2161,176174881.08682594,124,Notting Hill,1999,237933,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"UK, USA",2,16.564164730522148
2162,595213114.7559999,165,The Towering Inferno,1974,40715,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1,13.179911939752587
2163,179688366.47084135,119,You've Got Mail,1998,175424,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,19.381342052770098
2164,141241938.78563535,114,Ghost Rider,2007,205652,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"USA, Australia",2,6.886960681347463
2165,167859158.83133778,113,Remember the Titans,2000,182490,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,USA,1,13.970894420264266
2166,136336239.34608042,112,District 9,2009,592617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"South Africa, USA, New Zealand, Canada",4,5.6176026704016575
2167,75312977.87682274,137,Unbroken,2014,126787,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,USA,1,11.058900478579043
2168,115267110.0,114,Mamma Mia! Here We Go Again,2018,43289,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"UK, USA",2,11.114832556357106
2169,84060376.0,95,Peter Rabbit,2018,22149,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Australia, USA",2,7.084755750163292
2170,118739643.86572336,122,Girls Trip,2017,26974,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA, Canada",2,11.600913463727236
2171,265640887.8969879,113,The Karate Kid Part II,1986,68056,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,USA,1,8.982586966313274
2172,654454545.465,110,American Graffiti,1973,78863,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,13.793001150663743
2173,245842707.1322391,104,Big,1988,177234,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,19.919457630648207
2174,118005653.06240971,118,Fifty Shades Darker,2017,76136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"USA, China",2,7.955913637452835
2175,133954109.72307567,96,Bolt,2008,169703,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,9.762849146349035
2176,172707225.03252319,106,Wild Wild West,1999,144432,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,USA,1,20.010081353662635
2177,87087477.04433185,98,Night at the Museum: Secret of the Tomb,2014,87657,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UK, USA",2,20.46145652039312
2178,125266088.89352757,110,Magic Mike,2012,121949,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,16.263988683396132
2179,210682042.011382,99,The Addams Family,1991,115356,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,15.517323504828589
2180,119317238.78552958,100,Bad Moms,2016,95451,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,13.152893190795691
2181,124666410.08648115,135,The Bourne Legacy,2012,262920,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"USA, Japan",2,16.046916956051952
2182,146312940.85558417,95,The Pacifier,2005,79756,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Canada, USA",2,10.051944231919292
2183,159245246.79552168,87,Dr. Dolittle 2,2001,40525,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,8.314315169231255
2184,530360913.260971,100,The Rocky Horror Picture Show,1975,124813,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"UK, USA",2,10.076871798724717
2185,229386664.46921763,108,Ghostbusters II,1989,166437,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,USA,1,20.868345792114383
2186,176928552.31255132,138,Face/Off,1997,320212,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,USA,1,19.225758886739154
2187,121781014.2648,100,The Hangover Part III,2013,261445,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,14.42185872503366
2188,239362701.54484683,107,Twins,1988,104368,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,17.489546211781814
2189,896639944.3990797,197,Doctor Zhivago,1965,70087,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"USA, Italy, UK",3,10.188016483473923
2190,173061207.77434492,132,Enemy of the State,1998,211767,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,USA,1,19.236524674538025
2191,227446963.70689112,83,The Little Mermaid,1989,208282,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,USA,1,7.177473426036909
2192,108732780.5357506,92,Mr. Peabody & Sherman,2014,56236,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,USA,1,5.7855510967712895
2193,309632601.2997134,94,Porky's,1981,39572,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Canada, USA",2,5.079881539059792
2194,152548847.451,154,The Last Samurai,2003,362627,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"USA, New Zealand, Japan",3,14.954221707486496
2195,95929152.18390848,119,Spy,2015,208227,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,10.25628304892952
2196,129682655.6838532,107,Tropic Thunder,2008,344978,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"USA, UK, Germany",3,13.95723980583513
2197,128157480.321,125,Valentine's Day,2010,105604,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,16.890762179665284
2198,117585258.10401893,125,Trainwreck,2015,118882,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"USA, Japan",2,4.661867947602466
2199,129186019.22962189,99,Bedtime Stories,2008,81656,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,15.655444064605124
2200,86586624.69621061,133,Creed,2015,204614,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,USA,1,11.463690843084033
2201,253199707.3571144,119,Star Trek IV: The Voyage Home,1986,74939,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,USA,1,12.391620366284602
2202,233734201.36466816,108,Crocodile Dundee II,1988,53272,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Australia, USA",2,5.961929941870704
2203,128708682.813056,113,Couples Retreat,2009,93642,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,12.42047722749562
2204,511987078.03446776,133,One Flew Over the Cuckoo's Nest,1975,806764,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,11.838952508888982
2205,155104237.86815232,144,Black Hawk Down,2001,331830,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"USA, UK",2,19.905047911590902
2206,275347278.4033043,132,Terms of Endearment,1983,52766,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,20.721286508837448
2207,179852468.28831384,90,Ace Ventura: When Nature Calls,1995,185704,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,9.455614317893799
2208,153961625.38642773,111,The Princess Diaries,2001,114615,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,13.191759964185621
2209,331981627.23741543,127,Superman II,1980,93282,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"USA, UK, Canada",3,16.172607140866592
2210,121447002.05196208,95,Hop,2011,28679,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,10.751806668732875
2211,184221963.23268884,154,Pulp Fiction,1994,1578950,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,15.846126474497165
2212,131605429.562009,86,Paranormal Activity,2007,205115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,USA,1,3.646229393084795
2213,111189533.95706284,112,Baby Driver,2017,332732,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"UK, USA",2,8.826227965915114
2214,193855259.67707777,128,A League of Their Own,1992,85413,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,USA,1,15.890683549719071
2215,116696273.77576835,102,Epic,2013,94413,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,4.837414562635146
2216,126677902.2674,162,Watchmen,2009,440928,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,USA,1,13.406760849481168
2217,113298386.84203792,97,The Angry Birds Movie,2016,67153,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finland, USA",2,10.071283417536275
2218,116246441.62680285,134,Captain Phillips,2013,377142,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1,14.682280425969665
2219,162207083.45867878,103,Analyze This,1999,138082,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA, Australia",2,19.046380181810733
2220,156561408.96061808,84,Chicken Run,2000,161233,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UK, USA, France",3,8.409737341351846
2221,156860057.58938158,109,Miss Congeniality,2000,164452,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,19.73412592157408
2222,217353105.21119663,99,Driving Miss Daisy,1989,89863,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,17.181103129601347
2223,176607403.7632828,130,GoldenEye,1995,221463,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"UK, USA",2,15.701526664691524
2224,145355145.42979932,116,How to Lose a Guy in 10 Days,2003,185429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"USA, Germany",2,14.012929053284424
2225,105300646.0,113,The Meg,2018,60171,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,"USA, China",2,11.883589213778476
2226,165877404.38395554,92,George of the Jungle,1997,66251,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,13.597312699615596
2227,793906476.5186133,106,The Graduate,1967,239787,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,16.10644026332061
2228,108207785.8208674,93,Pitch Perfect 3,2017,38549,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,USA,1,9.635825880185417
2229,168711848.36957818,123,Phenomenon,1996,72125,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,22.192551196392767
2230,143415438.7334719,96,American Wedding,2003,180866,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA, Germany",2,9.434917373466448
2231,123047440.61478011,97,The Princess and the Frog,2009,106163,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,USA,1,8.783607924266619
2232,121063730.66619606,113,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,124979,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,11.150876159745826
2233,142378924.2876,92,Daddy Day Care,2003,58850,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,12.428231981480419
2234,106200752.95765294,100,Daddy's Home 2,2017,40356,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,21.25638485342356
2235,116928186.0573969,83,Paranormal Activity 3,2011,84760,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,USA,1,4.1380639820912934
2236,114362451.184961,94,Journey 2: The Mysterious Island,2012,80850,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,16.034657506466857
2237,108840827.134,97,Rise of the Guardians,2012,141532,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1,16.408612068741892
2238,108693512.92565396,120,Independence Day: Resurgence,2016,149979,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,USA,1,13.442315705881898
2239,119437634.92179336,103,The Expendables,2010,302313,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1,17.084902847874737
2240,166148644.0065084,111,Scream,1996,257344,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,USA,1,11.258221831502805
2241,155863911.19993582,116,The General's Daughter,1999,50374,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"USA, Germany",2,17.67684152748515
2242,137336605.447196,170,The Aviator,2004,301308,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Germany, USA",2,27.08154073944019
2243,155644093.38654107,95,American Pie,1999,347488,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,9.591609414838016
2244,119327579.7848,112,The Mummy: Tomb of the Dragon Emperor,2008,137487,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"USA, Germany, China",3,16.36174336883831
2245,107981409.47102204,134,The Conjuring 2,2016,181646,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,"Canada, USA",2,12.876743592745965
2246,105263365.684835,113,The Maze Runner,2014,375434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,"USA, UK",2,5.481576679504986
2247,705734044.1961746,110,Butch Cassidy and the Sundance Kid,1969,188148,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,USA,1,16.379521152000383
2248,834172340.1391767,139,Mary Poppins,1964,135987,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,USA,1,7.492520333595256
2249,1590228966.3516645,70,Bambi,1942,123318,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,3.5668553557302385
2250,105018186.08191192,109,Annabelle: Creation,2017,80583,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,USA,1,9.298557309444934
2251,110477176.7860209,131,Pacific Rim,2013,434909,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,USA,1,11.129909613513927
2252,91029553.94317704,132,The Equalizer,2014,285878,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1,15.397607423885697
2253,118754240.12603536,118,Eagle Eye,2008,165395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"USA, Germany",2,13.33504626523225
2254,157334958.3367088,99,The Prince of Egypt,1998,107896,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,USA,1,19.610246397860653
2255,159731721.67444527,120,Scream 2,1997,143384,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,USA,1,10.356489831519575
2256,310851960.7863,111,Stir Crazy,1980,27282,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,11.572523371076688
2257,108065684.5969752,138,Noah,2014,223518,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,20.5979527233678
2258,159344495.17218664,115,Con Air,1997,253490,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1,8.640931707438257
2259,133908419.21871604,120,Collateral,2004,330287,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1,21.7696405641566
2260,138374008.54585308,106,Charlie's Angels: Full Throttle,2003,111958,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,14.44569729673077
2261,176326493.51831263,141,The Pelican Brief,1993,71201,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,USA,1,23.481391469424537
2262,116499786.47700459,95,Due Date,2010,299150,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,17.329234438515815
2263,155909954.2772099,79,The Rugrats Movie,1998,18858,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,5.250026155435484
2264,134469869.58014834,132,Million Dollar Baby,2004,569109,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,USA,1,25.51989239400616
2265,655273005.4456702,137,Airport,1970,22062,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1,7.8029044219409425
2266,166726324.39361566,104,Jumanji,1995,262210,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,13.688072070212229
2267,117998995.20265804,98,Step Brothers,2008,240506,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,19.65914996950632
2268,95599460.0,105,Fifty Shades Freed,2018,36243,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,USA,1,7.955913637452835
2269,166482304.69843978,100,Casper,1995,106135,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,4.778094432051035
2270,155635536.66630158,123,Shakespeare in Love,1998,199713,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"USA, UK",2,13.015371377084808
2271,112767539.88396992,92,Bad Teacher,2011,178137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,12.540617034036865
2272,116175704.62427977,80,Yogi Bear,2010,19647,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA, New Zealand",2,11.577718985559068
2273,102897294.98715872,141,Kingsman: The Golden Circle,2017,207746,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UK, USA",2,7.519093494958383
2274,82385690.3909826,113,Edge of Tomorrow,2014,526287,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"USA, Canada",2,22.62942589521464
2275,204006324.37655285,124,Parenthood,1989,42530,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,22.33698685076532
2276,117470529.05610636,113,You Don't Mess with the Zohan,2008,174857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,13.465381954961416
2277,107019679.2024,119,Olympus Has Fallen,2013,230122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1,13.578085791162225
2278,110189492.546,119,The Green Hornet,2011,147354,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,USA,1,17.466140855945717
2279,114483819.44031858,88,Date Night,2010,142610,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,USA,1,17.05402656636455
2280,98025332.0,121,The Equalizer 2,2018,38548,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1,12.342899100743294
2281,114629643.5728,104,Yes Man,2008,303323,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"USA, UK",2,15.210919275698222
2282,102923069.1640106,89,Sausage Party,2016,152587,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,5.265236399383745
2283,111804353.8728,120,The Social Network,2010,555276,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,12.704014570947198
2284,137241590.33407325,104,The Others,2001,308932,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,"USA, Spain, France, Italy",4,13.934396046271992
2285,135700731.8648065,96,Legally Blonde,2001,159520,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,14.542304820775911
2286,133998961.84688269,112,Panic Room,2002,233175,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1,18.979122494042397
2287,168098311.02213308,195,Schindler's List,1993,1044437,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,22.695256978731653
2288,195467207.229482,128,Dead Poets Society,1989,352283,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,18.255996620917397
2289,105448602.26010837,157,Zero Dark Thirty,2012,244580,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1,13.267903081313651
2290,116264020.42718244,102,Norbit,2007,62417,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,13.282504000195214
2291,110562139.07329728,146,Sex and the City 2,2010,67992,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,8.91925914194967
2292,127357205.35851218,113,The Princess Diaries 2: Royal Engagement,2004,66795,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,13.324290498221476
2293,103113724.6618374,128,42,2013,76030,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,USA,1,12.155411525360876
2294,139519061.595,106,Unbreakable,2000,311199,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,USA,1,20.510217120205816
2295,109948679.9496,118,The Book of Eli,2010,262099,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1,17.406801265138366
2296,110985537.84151936,91,Beverly Hills Chihuahua,2008,21306,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,9.8619910762406
2297,393183021.1952623,118,Saturday Night Fever,1977,68198,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,USA,1,10.540889854244362
2298,145982149.68723622,136,The Mask of Zorro,1998,155177,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,"USA, Germany, Mexico",3,5.516306346772618
2299,131899524.45144545,105,Maid in Manhattan,2002,78811,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,20.821405057126114
2300,110581544.2298,129,He's Just Not That Into You,2009,147801,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Germany, USA",2,5.06313749002554
2301,126574313.9661,138,Master and Commander: The Far Side of the World,2003,187837,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,USA,1,13.328949385306316
2302,98485525.767,138,Flight,2012,295821,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1,13.251087438401726
2303,108524221.7336922,116,The Fighter,2010,308580,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,USA,1,20.878543433854702
2304,884453676.6400608,76,Lady and the Tramp,1955,112845,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,4.536547329278143
2305,114039941.52650002,97,The Bucket List,2007,209956,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,17.748429672893096
2306,76311126.2260828,130,Tomorrowland,2015,158153,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"USA, Spain, France, UK",4,12.462919013298848
2307,131175294.8229,101,Two Weeks Notice,2002,98218,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"USA, Australia",2,12.536524271752105
2308,130655099.71884856,124,Red Dragon,2002,228780,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Germany, USA",2,23.02593636941436
2309,98553619.3872,109,Elysium,2013,386254,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,USA,1,16.129284940279355
2310,146516660.75371793,93,Flubber,1997,78024,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,USA,1,13.501682917035236
