Adjusted_BoxOffice,BoxOffice,NLP_Score,Director,Runtime,Title,Writer,Year,imdbRating,imdbVotes,Internet_Movie_Database,Rotten_Tomatoes,Metacritic,First_actor,Second_actor,Third_actor,Forth_actor,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,Country,Country_count
37.266136539280716,34.334256,3.9825105440297883,John Luessenhop,92,Texas Chainsaw 3D,Adam Marcus,2013,4.8,40585,4.8,1.8,5.756892877173304,Alexandra Daddario, Dan Yeager, Trey Songz, Scott Eastwood,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,USA,1
105.33446997126133,34.326249,12.807026942060896,Ron Maxwell,96,Little Darlings,Kimi Peck,1980,6.4,4187,6.4,5.7,4.5,Tatum O'Neal, Kristy McNichol, Armand Assante, Matt Dillon,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
42.95075571820387,34.237104,14.837577347574385,Alejandro G. Iñárritu,143,Babel,Guillermo Arriaga,2006,7.5,268286,7.5,6.9,6.9,Brad Pitt, Cate Blanchett, Mohamed Akhzam, Peter Wight,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"France, USA, Mexico",3
45.880887066344066,34.264081,16.176451337981618,Oliver Stone,175,Alexander,Oliver Stone,2004,5.6,151709,5.6,1.6,3.9,Anthony Hopkins, David Bedella, Jessie Kamm, Angelina Jolie,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,"Germany, USA, Netherlands, France, UK, Italy",6
160.91147954522026,34.251525,7.519608972780062,Ken Russell,111,Tommy,The Who,1975,6.6,17335,6.6,7.7,6.6,Oliver Reed, Ann-Margret, Roger Daltrey, Elton John,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,UK,1
46.99539772182556,34.195533,15.196360102568034,William Friedkin,94,The Hunted,David Griffiths,2003,6.0,39896,6.0,2.9,4.0,Tommy Lee Jones, Benicio Del Toro, Connie Nielsen, Leslie Stefanson,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1
50.130874528444345,34.134641,16.729892867917474,Jay Russell,95,My Dog Skip,Willie Morris,2000,7.0,17916,7.0,7.3,6.1,Luke Wilson, Frankie Muniz, Kevin Bacon, Diane Lane,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
35.17349918700115,34.091886,5.255293366166451,Stella Meghie,96,"Everything, Everything",J. Mills Goodloe,2017,6.4,23698,6.4,4.6,5.2,Amandla Stenberg, Nick Robinson, Anika Noni Rose, Ana de la Reguera,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1
51.75355220840725,34.10278,12.73961110707453,Malcolm D. Lee,120,The Best Man,Malcolm D. Lee,1999,6.7,8169,6.7,7.2,6.1,Taye Diggs, Nia Long, Morris Chestnut, Harold Perrineau,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
63.114248088079655,34.002045,14.86087704133984,David S. Ward,97,King Ralph,Emlyn Williams,1991,5.2,13842,5.2,2.0,5.756892877173304,John Goodman, Peter O'Toole, John Hurt, Camille Coduri,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1
45.510878886707786,33.987757,23.062657589109143,Mike Nichols,104,Closer,Patrick Marber,2004,7.3,185881,7.3,6.8,6.5,Julia Roberts, Jude Law, Natalie Portman, Clive Owen,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"USA, UK",2
53.50997258923368,33.956608,12.095163865537438,Peter Hyams,110,The Relic,Douglas Preston,1997,5.7,21506,5.7,3.2,5.5,Penelope Ann Miller, Tom Sizemore, Linda Hunt, James Whitmore,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"UK, Germany, Japan, New Zealand, USA",5
65.55778131369803,33.878502,15.957276250255928,Sam Raimi,96,Darkman,Sam Raimi,1990,6.4,52797,6.4,8.4,6.5,Liam Neeson, Frances McDormand, Colin Friels, Larry Drake,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,USA,1
51.39170447982124,33.864342,14.506748926357169,Kelly Makin,102,Mickey Blue Eyes,Adam Scheinman,1999,5.8,32318,5.8,4.5,4.9,Hugh Grant, James Caan, Jeanne Tripplehorn, Burt Young,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"UK, USA",2
39.85422632949698,33.806061,13.007785807599205,Phil Traill,99,All About Steve,Kim Barker,2009,4.8,36641,4.8,0.6,1.7,Sandra Bullock, Thomas Haden Church, Bradley Cooper, Ken Jeong,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1
150.47661686615135,33.833201,9.980910222824717,Blake Edwards,103,The Pink Panther Strikes Again,Frank Waldman,1976,7.3,24828,7.3,8.3,6.0,Peter Sellers, Herbert Lom, Lesley-Anne Down, Burt Kwouk,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UK, USA",2
45.101824375525204,33.682273,3.2633721860613045,Jonathan Hensleigh,124,The Punisher,Jonathan Hensleigh,2004,6.5,139079,6.5,2.9,3.3,A. Russell Andrews, Omar Avila, James Carpinello, Mark Collie,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"USA, Germany",2
34.85451826905945,33.782714,7.123841805610634,Taylor Sheridan,107,Wind River,Taylor Sheridan,2017,7.7,147197,7.7,8.7,7.3,Kelsey Asbille, Jeremy Renner, Julia Jones, Teo Briones,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"UK, Canada, USA",3
150.3289520278,33.8,18.43354416735297,Brian De Palma,98,Carrie,Stephen King,1976,7.4,146473,7.4,9.3,8.5,Sissy Spacek, Piper Laurie, Amy Irving, William Katt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,USA,1
85.73347066882532,33.759266,4.760500790211613,Bob Clark,98,Porky's II: The Next Day,Roger Swaybill,1983,4.9,9760,4.9,1.1,3.8,Dan Monahan, Wyatt Knight, Mark Herrier, Roger Wilson,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Canada, USA",2
46.3143798117,33.7,20.15360795999555,Lawrence Kasdan,134,Dreamcatcher,Stephen King,2003,5.5,83369,5.5,3.0,3.5,Morgan Freeman, Thomas Jane, Jason Lee, Damian Lewis,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,USA,1
34.75057286487761,33.681965,11.509303451213825,Dean Devlin,109,Geostorm,Dean Devlin,2017,5.3,70577,5.3,1.3,2.1,Gerard Butler, Jim Sturgess, Abbie Cornish, Alexandra Maria Lara,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,USA,1
57.49439520959778,33.683817,17.91507300820045,Michael Apted,112,Nell,Mark Handley,1994,6.5,24888,6.5,5.5,5.756892877173304,Jodie Foster, Liam Neeson, Natasha Richardson, Richard Libertini,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
20.173722774234466,18.884667,14.700571400923634,Rupert Wyatt,111,The Gambler,William Monahan,2014,6.0,57917,6.0,4.4,5.5,Mark Wahlberg, George Kennedy, Griffin Cleveland, Jessica Lange,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1
62.49638376790906,33.669178,17.52677308145962,Joel Schumacher,111,Dying Young,Marti Leimbach,1991,6.0,13360,6.0,2.3,5.756892877173304,Julia Roberts, Campbell Scott, Vincent D'Onofrio, Colleen Dewhurst,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1
39.01955828993513,33.643461,12.009208207474506,Tom Dey,87,Marmaduke,Tim Rasmussen,2010,4.2,12909,4.2,0.9,3.0,Owen Wilson, Emma Stone, George Lopez, Christopher Mintz-Plasse,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
36.360641514000015,33.5,21.23360749502129,Robert Schwentke,96,R.I.P.D.,Phil Hay,2013,5.6,105420,5.6,1.3,2.5,Jeff Bridges, Ryan Reynolds, Kevin Bacon, Mary-Louise Parker,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
38.949638816101356,33.583175,7.528721030238357,John Erick Dowdle,80,Devil,Brian Nelson,2010,6.2,119073,6.2,5.2,4.4,Chris Messina, Logan Marshall-Green, Jenny O'Hara, Bojana Novakovic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,USA,1
43.45796226893888,33.565375,14.538504912239981,Fernando Meirelles,129,The Constant Gardener,Jeffrey Caine,2005,7.4,122312,7.4,8.3,8.2,Ralph Fiennes, Rachel Weisz, Hubert Koundé, Danny Huston,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"UK, Germany, USA, China",4
47.18533805537769,33.561137,17.802250779453114,Betty Thomas,97,I Spy,Morton S. Fine,2002,5.4,45463,5.4,5.7,3.5,Eddie Murphy, Owen Wilson, Famke Janssen, Malcolm McDowell,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1
48.172303004530335,32.801029,13.48059634139675,Mimi Leder,123,Pay It Forward,Catherine Ryan Hyde,2000,7.2,105491,7.2,4.0,4.0,Kevin Spacey, Helen Hunt, Haley Joel Osment, Jay Mohr,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
39.19305314504548,33.370443,14.434561046569685,Kent Alterman,91,Semi-Pro,Scot Armstrong,2008,5.8,73101,5.8,2.2,4.7,Will Ferrell, Woody Harrelson, André Benjamin, Maura Tierney,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,USA,1
39.28822863476439,33.451479,5.1910930565317726,Alex Kendrick,122,Fireproof,Alex Kendrick,2008,6.6,19148,6.6,4.0,2.8,Kirk Cameron, Erin Bethea, Ken Bevel, Stephen Dervan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1
57.05009992395728,33.423521,9.21184438393544,Steven E. de Souza,102,Street Fighter,Steven E. de Souza,1994,3.9,59101,3.9,1.8,5.756892877173304,Jean-Claude Van Damme, Raul Julia, Ming-Na Wen, Damian Chapa,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Japan, USA",2
36.25805132070861,33.405481,19.011169692022484,Woody Allen,98,Blue Jasmine,Woody Allen,2013,7.3,174793,7.3,9.1,7.8,Cate Blanchett, Joy Carlin, Richard Conti, Glen Caspillo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
35.03473286620629,33.24382,7.0313707048759015,Chris Wedge,104,Monster Trucks,Derek Connolly,2016,5.7,12653,5.7,3.1,4.1,Lucas Till, Jane Levy, Thomas Lennon, Barry Pepper,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"USA, Canada",2
46.403410949691654,32.486094,10.1225748625708,John Whitesell,94,See Spot Run,George Gallo,2001,5.4,8106,5.4,2.3,2.4,David Arquette, Michael Clarke Duncan, Leslie Bibb, Joe Viterelli,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA, Australia",2
39.232552920982044,33.278731,13.263916868546028,Steven Soderbergh,108,The Informant!,Scott Z. Burns,2009,6.5,58508,6.5,7.9,6.6,Matt Damon, Lucas McHugh Carroll, Eddie Jemison, Rusty Schwimmer,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
35.53588140731725,33.307793,16.453245577049124,Simon Curtis,109,Woman in Gold,Alexi Kaye Campbell,2015,7.3,46488,7.3,5.6,5.1,Helen Mirren, Ryan Reynolds, Daniel Brühl, Katie Holmes,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,UK,1
39.704450961496,32.55321,4.602899527902332,Steve Bendelack,90,Mr. Bean's Holiday,Rowan Atkinson,2007,6.4,102556,6.4,5.2,5.6,Rowan Atkinson, Steve Pemberton, Lily Atkinson, Preston Nyman,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UK, France, Germany, USA",4
46.37350779345037,32.983713,7.500133535291928,Marcus Raboy,85,Friday After Next,Ice Cube,2002,5.8,22825,5.8,2.6,3.5,Ice Cube, Mike Epps, John Witherspoon, Don 'D.C.' Curry,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
71.08854715903847,33.244684,8.622449675754325,Tom Holland,87,Child's Play,Don Mancini,1988,6.6,72988,6.6,6.7,5.8,Catherine Hicks, Chris Sarandon, Alex Vincent, Brad Dourif,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,USA,1
40.19918915915796,32.95884,13.703886186280576,Billy Ray,110,Breach,Adam Mazer,2007,7.0,55050,7.0,8.4,7.4,Chris Cooper, Ryan Phillippe, Laura Linney, Caroline Dhavernas,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,USA,1
55.054304692254284,33.177694,12.867826134306586,Billy Crystal,101,Forget Paris,Billy Crystal,1995,6.4,10019,6.4,5.0,5.756892877173304,Billy Crystal, Debra Winger, Joe Mantegna, Cynthia Stevenson,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1
53.384930115145835,33.109743,16.96367930978672,Andrew Bergman,115,Striptease,Carl Hiaasen,1996,4.4,38981,4.4,1.2,5.756892877173304,Demi Moore, Burt Reynolds, Armand Assante, Ving Rhames,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1
40.249391126999996,33.0,22.7766224245457,David Fincher,157,Zodiac,James Vanderbilt,2007,7.7,374210,7.7,9.0,7.8,Jake Gyllenhaal, Mark Ruffalo, Anthony Edwards, Robert Downey Jr.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,USA,1
41.60533522174346,38.996694,13.829224951661079,John Madden,122,The Second Best Exotic Marigold Hotel,Ol Parker,2015,6.6,27990,6.6,6.4,5.1,Dev Patel, Maggie Smith, Danny Mahoney, David Strathairn,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UK, USA",2
37.14707498081206,33.037754,12.816294465765727,Mikael Håfström,114,The Rite,Michael Petroni,2011,6.0,83846,6.0,2.1,3.8,Anthony Hopkins, Colin O'Donoghue, Alice Braga, Ciarán Hinds,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,"USA, Hungary, Italy",3
53.2458250951898,33.023469,14.961050766115616,Rob Cohen,114,Daylight,Leslie Bohem,1996,5.9,59410,5.9,2.6,5.756892877173304,Sylvester Stallone, Amy Brenneman, Viggo Mortensen, Dan Hedaya,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
51.09663175781896,32.935289,15.495560244427915,Harold Becker,111,Mercury Rising,Ryne Douglas Pearson,1998,6.1,61170,6.1,1.7,3.7,Bruce Willis, Alec Baldwin, Miko Hughes, Chi McBride,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1
57.57124007283739,32.901136,6.3692440924021705,Wayne Wang,139,The Joy Luck Club,Amy Tan,1993,7.6,13687,7.6,8.6,8.4,Kieu Chinh, Tsai Chin, France Nuyen, Lisa Lu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA, China",2
40.05947498480652,32.84429,10.434105690081001,Robert Ben Garant,90,Balls of Fury,Thomas Lennon,2007,5.3,38153,5.3,2.2,3.8,Dan Fogler, Christopher Walken, George Lopez, Maggie Q,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,USA,1
86.18202437529784,32.868943,19.573770283254852,Ridley Scott,117,Blade Runner,Hampton Fancher,1982,8.2,605776,8.2,9.0,8.9,Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"USA, Hong Kong",2
38.58607626300293,32.85364,7.5737746989940415,Steven Brill,110,Drillbit Taylor,Kristofor Brown,2008,5.7,54495,5.7,2.6,4.1,Nate Hartley, Troy Gentile, Ian Roberts, Owen Wilson,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
43.7865240591,32.7,4.815929625762653,Trey Parker,98,Team America: World Police,Trey Parker,2004,7.2,147538,7.2,7.7,6.4,Trey Parker, Matt Stone, Kristen Miller, Masasa Moyo,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA, Germany",2
42.75481084367771,33.022286,18.102879574921843,John Gatins,106,Dreamer: Inspired by a True Story,John Gatins,2005,6.9,11154,6.9,6.4,5.9,Kurt Russell, Dakota Fanning, Kris Kristofferson, Elisabeth Shue,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,USA,1
37.973578688218396,32.741596,11.5945003475254,Clint Eastwood,129,Hereafter,Peter Morgan,2010,6.5,85554,6.5,4.7,5.6,Cécile de France, Thierry Neuvic, Cyndi Mayo, Lisa Griffiths,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
46.7376171015088,32.720065,14.887811185403633,Renny Harlin,116,Driven,Jan Skrentny,2001,4.6,36885,4.6,1.4,2.9,Sylvester Stallone, Burt Reynolds, Kip Pardue, Stacy Edwards,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"USA, Canada, Australia",3
49.62305643569045,32.698899,12.660805875141484,John McTiernan,102,The 13th Warrior,Michael Crichton,1999,6.6,108675,6.6,3.3,4.2,Antonio Banderas, Diane Venora, Dennis Storhøi, Vladimir Kulich,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
43.698788987452396,32.634479,19.618463560027585,D.J. Caruso,103,Taking Lives,Michael Pye,2004,6.2,72674,6.2,2.2,3.8,Angelina Jolie, Ethan Hawke, Kiefer Sutherland, Gena Rowlands,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,USA,1
42.0785936025,32.5,11.319151297777832,Wayne Wang,106,Because of Winn-Dixie,Kate DiCamillo,2005,6.4,9445,6.4,5.5,5.4,AnnaSophia Robb, Jeff Daniels, Cicely Tyson, Dave Matthews,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
69.77861730099852,32.632093,15.885652578525114,Lawrence Kasdan,121,The Accidental Tourist,Anne Tyler,1988,6.8,13283,6.8,8.0,5.3,William Hurt, Kathleen Turner, Geena Davis, Amy Wright,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1
45.81077987002614,31.193043,19.48594583812729,Taylor Hackford,135,Proof of Life,Tony Gilroy,2000,6.2,52271,6.2,4.0,4.5,Meg Ryan, Russell Crowe, David Morse, Pamela Reed,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1
57.026241235659064,32.589677,7.5990985757015395,John Woo,97,Hard Target,Chuck Pfarrer,1993,6.1,39408,6.1,5.3,5.756892877173304,Chuck Pfarrer, Robert Apisa, Arnold Vosloo, Lance Henriksen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1
254.39180600976428,178.094583,20.05487259919988,Tim Burton,119,Planet of the Apes,Pierre Boulle,2001,5.7,198232,5.7,4.5,5.0,Mark Wahlberg, Tim Roth, Helena Bonham Carter, Michael Clarke Duncan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,USA,1
45.72059647149858,32.519322,11.82962578981153,Roman Polanski,150,The Pianist,Ronald Harwood,2002,8.5,612465,8.5,9.5,8.5,Adrien Brody, Emilia Fox, Michal Zebrowski, Ed Stoppard,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"France, Poland, Germany, UK, USA",5
46.579855933432206,31.716715,18.92033861188985,Cameron Crowe,122,Almost Famous,Cameron Crowe,2000,7.9,229872,7.9,8.9,9.0,Billy Crudup, Frances McDormand, Kate Hudson, Jason Lee,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,USA,1
30.719558892618426,29.14923,10.50589331095416,Garry Marshall,118,Mother's Day,Anya Kochoff,2016,5.6,26899,5.6,0.6,1.8,Jennifer Aniston, Timothy Olyphant, Shay Mitchell, Caleb Brown,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
33.49491624939508,31.354666,2.4218053786139984,Levan Gabriadze,83,Unfriended,Nelson Greaves,2014,5.6,59410,5.6,6.2,5.9,Heather Sossaman, Matthew Bohrer, Courtney Halverson, Shelley Hennig,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,USA,1
30.55765587987474,28.60509,3.4257806972261804,Christopher Landon,84,Paranormal Activity: The Marked Ones,Christopher Landon,2014,5.0,36173,5.0,3.9,4.2,Andrew Jacobs, Jorge Diaz, Gabrielle Walsh, Renee Victor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,USA,1
56.75384418184978,32.434006,5.223309948296394,David Mickey Evans,101,The Sandlot,David Mickey Evans,1993,7.8,68687,7.8,5.7,5.756892877173304,Art LaFleur, Tom Guiry, Mike Vitar, Patrick Renna,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,USA,1
38.196610160400006,32.4,22.264815597053488,Grant Heslov,94,The Men Who Stare at Goats,Jon Ronson,2009,6.2,119489,6.2,5.1,5.4,George Clooney, Ewan McGregor, Jeff Bridges, Kevin Spacey,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"USA, UK",2
53.75062007455434,32.392047,8.073786534388285,Stanley Tong,87,Rumble in the Bronx,Edward Tang,1995,6.8,34653,6.8,7.9,6.1,Jackie Chan, Anita Mui, Françoise Yip, Bill Tung,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Hong Kong,1
34.59153899035277,32.381217,12.656125780593028,Dan Gilroy,117,Nightcrawler,Dan Gilroy,2014,7.9,385373,7.9,9.5,7.6,Jake Gyllenhaal, Michael Papajohn, Marco Rodríguez, Bill Paxton,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1
32.338142,32.338142,7.208997644053007,Susanna Fogel,117,The Spy Who Dumped Me,Susanna Fogel,2018,6.1,29154,6.1,5.0,5.2,Justin Theroux, Blanka Györfi-Tóth, Vilma Szécsi, Mila Kunis,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA, Canada",2
74.59971494431826,32.324557,13.471422178278171,Garry Marshall,118,Nothing in Common,Rick Podell,1986,5.9,5658,5.9,5.7,6.2,Tom Hanks, Jackie Gleason, Eva Marie Saint, Hector Elizondo,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1
44.409538456361226,31.090224,16.629461299463266,Sam Weisman,94,What's the Worst That Could Happen?,Donald E. Westlake,2001,5.5,13748,5.5,1.0,3.7,Martin Lawrence, Danny DeVito, John Leguizamo, Glenne Headly,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
34.94963154480001,32.2,7.578294702374332,Leslie Small,75,Kevin Hart: Let Me Explain,Kevin Hart,2013,6.8,7548,6.8,6.1,5.3,Kevin Hart, Harry Ratchford, Will 'Spank' Horton, Joey Wells,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
37.583489696,32.0,8.488286921864471,Adam Brooks,112,"Definitely, Maybe",Adam Brooks,2008,7.2,142708,7.2,7.1,5.9,Ryan Reynolds, An Nguyen, Matthew Mason, Rick Derby,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"UK, France, Germany, USA",4
42.1796791395,31.5,5.182445043203555,Dwight H. Little,97,Anacondas: The Hunt for the Blood Orchid,Hans Bauer,2004,4.6,25327,4.6,2.5,4.0,Johnny Messner, KaDee Strickland, Matthew Marsden, Nicholas Gonzalez,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,USA,1
37.79346043154318,32.178777,6.7610011467064774,Marco Schnabel,87,The Love Guru,Mike Myers,2008,3.8,46659,3.8,1.4,2.4,Jessica Simpson, Kanye West, Mike Myers, Deepak Chopra,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"UK, Germany, USA",3
71.72027357871613,32.222567,14.287787933813627,Joel Schumacher,97,The Lost Boys,Jan Fischer,1987,7.3,108148,7.3,7.4,6.3,Jason Patric, Corey Haim, Dianne Wiest, Barnard Hughes,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,USA,1
143.26317995034424,32.21133,11.276131822167235,Michael Ritchie,102,The Bad News Bears,Bill Lancaster,1976,7.3,18146,7.3,9.7,8.3,Walter Matthau, Tatum O'Neal, Vic Morrow, Joyce Van Patten,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,USA,1
78.05896713880001,33.2,23.43206553943353,Lawrence Kasdan,133,Silverado,Lawrence Kasdan,1985,7.2,32621,7.2,7.7,6.4,Kevin Kline, Scott Glenn, Kevin Costner, Danny Glover,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,USA,1
33.17363785406955,32.153522,6.9481017404216745,Richie Keen,91,Fist Fight,Van Robichaux,2017,5.6,32036,5.6,2.6,3.7,Charlie Day, Ice Cube, Tracy Morgan, Jillian Bell,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
45.8973772610407,32.13183,14.517019584170596,Hironobu Sakaguchi,106,Final Fantasy: The Spirits Within,Hironobu Sakaguchi,2001,6.4,77091,6.4,4.5,4.9,Ming-Na Wen, Alec Baldwin, Ving Rhames, Steve Buscemi,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"USA, Japan",2
