,BoxOffice,Director,Runtime,Title,Writer,Year,imdbRating,imdbVotes,Internet_Movie_Database,Rotten_Tomatoes,Metacritic,First_actor,Second_actor,Third_actor,Forth_actor,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,Country,Country_count
495,46599087.318919,Brian Levant,90,Problem Child 2,Scott Alexander,1991,4.6,22504,4.6,0.7,5.7568928771733034,John Ritter,Michael Oliver,Jack Warden,Laraine Newman,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
496,48510841.50913781,Lewis Teague,113,Navy Seals,Chuck Pfarrer,1990,5.5,18330,5.5,1.9,5.7568928771733034,Charlie Sheen,Michael Biehn,Joanne Whalley,Rick Rossovich,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1
497,61002997.95371286,Paul Mazursky,115,Moscow on the Hudson,Paul Mazursky,1984,6.5,14487,6.5,8.6,6.7,Robin Williams,Maria Conchita Alonso,Cleavant Derricks,Alejandro Rey,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1
498,48434343.72860155,John R. Cherry III,81,Ernest Goes to Jail,Charlie Cohen,1990,5.4,11840,5.4,1.3,5.7568928771733034,Jim Varney,Gailard Sartain,Bill Byrge,Barbara Tyson,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
499,31565563.840967186,Louis Leterrier,103,Unleashed,Luc Besson,2005,7.0,94188,7.0,6.5,5.8,Jet Li,Morgan Freeman,Bob Hoskins,Kerry Condon,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"France, USA, UK",3
500,31202895.5637,Rob Bowman,97,Elektra,Mark Steven Johnson,2005,4.7,81652,4.7,1.0,3.4,Jennifer Garner,Goran Visnjic,Kirsten Zien,Will Yun Lee,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Canada, USA",2
501,74462267.32400522,Clint Eastwood,116,Bronco Billy,Dennis Hackin,1980,6.1,14710,6.1,7.8,6.6,Clint Eastwood,Sondra Locke,Geoffrey Lewis,Scatman Crothers,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
502,55756976.47739507,Sidney J. Furie,117,Iron Eagle,Kevin Alyn Elders,1986,5.4,16419,5.4,2.0,4.1,Louis Gossett Jr.,Jason Gedrick,David Suchet,Larry B. Scott,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"USA, Israel, Canada",3
503,29766327.59834249,Davis Guggenheim,96,An Inconvenient Truth,Al Gore,2006,7.5,77785,7.5,9.3,7.5,Al Gore,Billy West,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
504,34253668.699306674,Rob Pritts,86,Corky Romano,David Garrett,2001,4.7,14051,4.7,0.6,2.0,Chris Kattan,Vinessa Shaw,Peter Falk,Peter Berg,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
505,37367737.243916996,Brian Robbins,95,Good Burger,Dan Schneider,1997,5.7,26238,5.7,3.2,4.1,Kel Mitchell,Kenan Thompson,Sinbad,Abe Vigoda,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
506,62065601.83101139,Michael Pressman,97,Some Kind of Hero,Robert Boris,1982,5.6,6119,5.6,5.940134117214773,6.8,Richard Pryor,Margot Kidder,Ray Sharkey,Ronny Cox,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
507,45651503.78385178,Herbert Ross,97,My Blue Heaven,Nora Ephron,1990,6.2,21016,6.2,7.1,3.5,Steve Martin,Rick Moranis,Joan Cusack,Melanie Mayron,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
508,43736872.39261532,John Landis,109,Oscar,Claude Magnier,1991,6.5,30626,6.5,1.2,5.7568928771733034,Peter Riegert,Chazz Palminteri,Joey Travolta,Paul Greco,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
509,29220155.77070289,Renny Harlin,97,The Covenant,J.S. Cardone,2006,5.3,45365,5.3,0.4,1.9,Steven Strait,Laura Ramsey,Sebastian Stan,Taylor Kitsch,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,USA,1
510,65025833.4614729,John Irvin,110,Ghost Story,Peter Straub,1981,6.3,11851,6.3,3.9,5.7568928771733034,Fred Astaire,Melvyn Douglas,Douglas Fairbanks Jr.,John Houseman,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,USA,1
511,41965761.85713011,Barry Levinson,118,Toys,Valerie Curtin,1992,5.0,32398,5.0,2.7,4.0,Robin Williams,Michael Gambon,Joan Cusack,Robin Wright,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
512,36064178.04262104,Carl Franklin,127,One True Thing,Anna Quindlen,1998,7.0,13202,7.0,8.9,6.3,Meryl Streep,Renée Zellweger,William Hurt,Tom Everett Scott,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
513,25073731.4671,Alister Grierson,108,Sanctum,John Garvin,2011,5.9,51458,5.9,3.0,4.2,Richard Roxburgh,Ioan Gruffudd,Rhys Wakefield,Alice Parkinson,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"USA, Australia",2
514,28853124.06730663,William Brent Bell,85,Stay Alive,William Brent Bell,2006,5.1,29666,5.1,0.9,2.4,Jon Foster,Samaire Armstrong,Frankie Muniz,Jimmi Simpson,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,USA,1
515,29600088.27050589,D.J. Caruso,122,Two for the Money,Dan Gilroy,2005,6.2,41990,6.2,2.2,5.0,Al Pacino,Matthew McConaughey,Rene Russo,Armand Assante,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,USA,1
516,40011893.70241793,Sidney Lumet,107,Guilty as Sin,Larry Cohen,1993,5.6,7566,5.6,3.8,5.7568928771733034,Rebecca De Mornay,Don Johnson,Stephen Lang,Jack Warden,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1
517,157100083.93706113,Peter R. Hunt,142,On Her Majesty's Secret Service,Simon Raven,1969,6.8,76166,6.8,8.0,6.1,George Lazenby,Diana Rigg,Telly Savalas,Gabriele Ferzetti,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,UK,1
518,88241118.92915528,Sam Peckinpah,110,Convoy,Bill Norton,1978,6.3,18660,6.3,4.2,4.7,Kris Kristofferson,Ali MacGraw,Ernest Borgnine,Burt Young,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
519,39809160.69333281,David Anspaugh,114,Rudy,Angelo Pizzo,1993,7.5,52299,7.5,7.8,5.7568928771733034,Sean Astin,Jon Favreau,Ned Beatty,Greta Lind,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,USA,1
520,39457402.06300338,Kenneth Branagh,111,Much Ado About Nothing,William Shakespeare,1993,7.4,44713,7.4,8.9,5.7568928771733034,Richard Briers,Kate Beckinsale,Imelda Staunton,Jimmy Yuill,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"UK, USA",2
521,28141796.12744733,Ivan Reitman,96,My Super Ex-Girlfriend,Don Payne,2006,5.1,59667,5.1,4.1,5.0,Uma Thurman,Luke Wilson,Anna Faris,Rainn Wilson,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,USA,1
522,34078644.79982981,Paul Thomas Anderson,188,Magnolia,Paul Thomas Anderson,1999,8.0,267505,8.0,8.3,7.7,Pat Healy,Genevieve Zweig,Mark Flanagan,Neil Flynn,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
523,43392723.56096856,Robert Resnikoff,98,The First Power,Robert Resnikoff,1990,5.7,6863,5.7,2.2,5.7568928771733034,Lou Diamond Phillips,Tracy Griffith,Jeff Kober,Mykelti Williamson,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,USA,1
524,35845506.52277254,Douglas McGrath,120,Emma,Jane Austen,1996,6.7,34806,6.7,5.940134117214773,6.6,Gwyneth Paltrow,James Cosmo,Greta Scacchi,Alan Cumming,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"UK, USA",2
525,45203233.66383734,Stephen Hopkins,89,A Nightmare on Elm Street 5: The Dream Child,Wes Craven,1989,5.1,39382,5.1,3.3,5.4,Robert Englund,Lisa Wilcox,Kelly Jo Minter,Danny Hassel,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,USA,1
526,30982827.14587169,Jaume Balagueró,88,Darkness,Jaume Balagueró,2002,5.4,20121,5.4,0.4,1.5,Anna Paquin,Lena Olin,Iain Glen,Giancarlo Giannini,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"USA, Spain",2
527,44913703.56610081,Joel Schumacher,109,Cousins,Jean-Charles Tacchella,1989,6.3,7922,6.3,5.0,5.7568928771733034,Ted Danson,Isabella Rossellini,Sean Young,William Petersen,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1
528,33022812.71226193,Gary Sinyor,101,The Bachelor,Roi Cooper Megrue,1999,5.0,18444,5.0,0.9,3.1,Chris O'Donnell,Renée Zellweger,Artie Lange,Edward Asner,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
529,34966589.6239009,Jean-Claude Van Damme,95,The Quest,Frank Dux,1996,5.6,24812,5.6,1.4,5.7568928771733034,Jean-Claude Van Damme,Roger Moore,James Remar,Janet Gunn,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"USA, Canada",2
530,34789885.90723027,Ernest R. Dickerson,84,Bulletproof,Joe Gayton,1996,5.8,35523,5.8,0.8,3.0,Damon Wayans,Adam Sandler,James Caan,Jeep Swenson,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
531,45946062.78373107,Jonathan Demme,104,Married to the Mob,Barry Strugatz,1988,6.1,18436,6.1,8.9,7.1,Paul Lazar,Alec Baldwin,Captain Haggerty,Marlene Willoughby,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1
532,24091926.222776484,Chris Gorak,89,The Darkest Hour,Jon Spaihts,2011,4.9,55226,4.9,1.2,1.8,Emile Hirsch,Olivia Thirlby,Max Minghella,Rachael Taylor,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,"USA, Russia",2
533,33781452.97404674,Stanley Tong,87,Mr. Magoo,Pat Proft,1997,3.9,16163,3.9,0.7,1.8,Leslie Nielsen,Kelly Lynch,Matt Keeslar,Nick Chinlund,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
534,35319034.498978496,Gus Van Sant,106,To Die For,Joyce Maynard,1995,6.8,42113,6.8,8.8,8.6,Nicole Kidman,Matt Dillon,Joaquin Phoenix,Casey Affleck,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA, UK, Canada",3
535,26540559.634507395,Michael Apted,118,Amazing Grace,Steven Knight,2006,7.5,23841,7.5,6.8,6.5,Ioan Gruffudd,Romola Garai,Benedict Cumberbatch,Albert Finney,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"USA, UK",2
536,29684454.64009532,Eli Roth,93,Cabin Fever,Eli Roth,2002,5.6,70987,5.6,6.2,5.6,Rider Strong,Jordan Ladd,James DeBello,Cerina Vincent,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,USA,1
537,53727185.21063846,Lewis Teague,93,Cujo,Stephen King,1983,6.0,37934,6.0,6.0,5.7,Dee Wallace,Danny Pintauro,Daniel Hugh Kelly,Christopher Stone,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,USA,1
538,55312541.9435745,Ron Howard,106,Night Shift,Lowell Ganz,1982,6.5,17107,6.5,9.2,5.7568928771733034,Henry Winkler,Michael Keaton,Shelley Long,Gina Hecht,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
539,29263432.557975475,Denzel Washington,120,Antwone Fisher,Antwone Fisher,2002,7.3,32053,7.3,7.9,6.2,Derek Luke,Malcolm David Kelley,Cory Hodges,Denzel Washington,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
540,35863899.30115508,Paul Michael Glaser,107,The Air Up There,Max Apple,1994,5.5,11301,5.5,2.1,5.7568928771733034,Kevin Bacon,Charles Gitonga Maina,Yolanda Vazquez,Winston Ntshona,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,USA,1
541,24757062.140999995,Wes Anderson,87,Fantastic Mr. Fox,Roald Dahl,2009,7.8,170724,7.8,9.2,8.3,George Clooney,Meryl Streep,Jason Schwartzman,Bill Murray,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
542,37646614.24046893,Fred Schepisi,108,Mr. Baseball,Theo Pelletier,1992,5.9,12788,5.9,1.3,5.7568928771733034,Tom Selleck,Ken Takakura,Aya Takanashi,Dennis Haysbert,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"USA, Japan",2
543,157178691.40286607,Baz Luhrmann,143,The Great Gatsby,Baz Luhrmann,2013,7.3,419552,7.3,4.9,5.5,Lisa Adam,Frank Aldridge,Amitabh Bachchan,Steve Bisley,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Australia, USA",2
544,28218811.57982795,Jamie Blanks,96,Valentine,Tom Savage,2001,4.8,24662,4.8,0.9,1.8,Denise Richards,David Boreanaz,Marley Shelton,Jessica Capshaw,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,USA,1
545,32813628.49584436,John Gray,91,The Glimmer Man,Kevin Brodbin,1996,5.4,20152,5.4,1.2,5.7568928771733034,Steven Seagal,Keenen Ivory Wayans,Bob Gunton,Brian Cox,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
546,33768607.14832914,Peter Hyams,111,Sudden Death,Karen Elise Baldwin,1995,5.7,32314,5.7,5.4,5.7568928771733034,Jean-Claude Van Damme,Powers Boothe,Raymond J. Barry,Whittni Wright,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1
547,32795795.75920628,Harold Becker,111,City Hall,Ken Lipper,1996,6.2,21221,6.2,5.4,5.7568928771733034,Al Pacino,John Cusack,Bridget Fonda,Danny Aiello,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
548,39293528.49393173,Joseph Barbera,82,Jetsons: The Movie,Dennis Marks,1990,5.5,8106,5.5,2.7,4.6,George O'Hanlon,Mel Blanc,Penny Singleton,Tiffany,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"USA, Taiwan",2
549,34417916.964336626,Jessie Nelson,115,"Corrina, Corrina",Jessie Nelson,1994,6.6,14655,6.6,3.5,5.7568928771733034,Noreen Hennessey,Lucy Webb,Erica Yohn,Tina Majorino,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1
550,13720573.023725795,Gary Fleder,100,Homefront,Sylvester Stallone,2013,6.5,96755,6.5,4.2,4.0,Jason Statham,James Franco,Izabela Vidovic,Kate Bosworth,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1
551,36319501.45151328,Ernest R. Dickerson,95,Juice,Ernest R. Dickerson,1992,7.1,23968,7.1,8.0,6.0,Omar Epps,Tupac Shakur,Jermaine 'Huggy' Hopkins,Khalil Kain,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"USA, UK",2
552,32423196.36707632,Paris Barclay,89,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Shawn Wayans,1996,6.6,46464,6.6,3.1,5.7568928771733034,Shawn Wayans,Marlon Wayans,Tracey Cherelle Jones,Chris Spencer,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
553,32376284.66070336,Alan Shapiro,95,Flipper,Ricou Browning,1996,5.2,12197,5.2,3.2,4.3,Elijah Wood,Paul Hogan,Jonathan Banks,Robert Deacon,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
554,34238760.62894879,Norman Jewison,115,Only You,Diane Drake,1994,6.5,20972,6.5,5.0,5.7568928771733034,Marisa Tomei,Robert Downey Jr.,Bonnie Hunt,Joaquim de Almeida,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"USA, Italy",2
555,25863540.23202686,Jean-François Richet,109,Assault on Precinct 13,John Carpenter,2005,6.3,71748,6.3,6.0,5.4,Ethan Hawke,Laurence Fishburne,Gabriel Byrne,Maria Bello,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"France, USA",2
556,23233501.42387559,Frank Miller,103,The Spirit,Frank Miller,2008,4.8,58103,4.8,1.4,3.0,Jaime King,Gabriel Macht,Dan Gerrity,Arthur the Cat,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
557,38198713.51387056,Alan Alda,94,Betsy's Wedding,Alan Alda,1990,5.6,7014,5.6,5.0,5.7568928771733034,Alan Alda,Joey Bishop,Madeline Kahn,Anthony LaPaglia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1
558,23981303.18475725,Mike Binder,124,Reign Over Me,Mike Binder,2007,7.5,90572,7.5,6.4,6.1,Adam Sandler,Don Cheadle,Jada Pinkett Smith,Liv Tyler,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
559,26627984.031683035,Richard Donner,116,Timeline,Michael Crichton,2003,5.6,58651,5.6,1.1,2.8,Paul Walker,Frances O'Connor,Gerard Butler,Billy Connolly,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,USA,1
560,22399246.699,Jacques Perrin,84,Oceans,Christophe Cheysson,2009,7.8,9664,7.8,8.1,7.5,Pierce Brosnan,Pedro Armendáriz Jr.,Jacques Perrin,Matthias Brandt,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"France, Switzerland, Spain, USA, United Arab Emirates",5
561,279584.02765099204,David Gordon Green,117,Joe,Gary Hawkins,2013,6.9,42384,6.9,8.5,7.4,Nicolas Cage,Tye Sheridan,Gary Poulter,Ronnie Gene Blevins,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
562,29271198.505152546,Spike Lee,142,Summer of Sam,Spike Lee,1999,6.6,36136,6.6,5.940134117214773,6.7,John Leguizamo,Adrien Brody,Mira Sorvino,Jennifer Esposito,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,USA,1
563,50557553.44477488,Sidney Lumet,116,Deathtrap,Ira Levin,1982,7.0,15496,7.0,8.0,5.4,Michael Caine,Christopher Reeve,Dyan Cannon,Irene Worth,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,USA,1
564,26805656.03159077,David Raynr,113,Martin Lawrence Live: Runteldat,Martin Lawrence,2002,5.4,3798,5.4,3.9,4.0,Martin Lawrence,Nancy O'Dell,Paul Keeley,Art Cohan,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
565,23031043.11285473,Garry Marshall,113,Georgia Rule,Mark Andrus,2007,5.9,24036,5.9,1.8,2.5,Jane Fonda,Lindsay Lohan,Felicity Huffman,Dermot Mulroney,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
566,30684385.22998909,Michael Goldenberg,87,Bed of Roses,Michael Goldenberg,1996,6.1,10510,6.1,1.9,5.7568928771733034,Christian Slater,Mary Stuart Masterson,Pamela Adlon,Josh Brolin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1
567,33237324.32713693,Luis Llosa,98,Sniper,Michael Frost Beckner,1993,6.1,24582,6.1,3.8,5.7568928771733034,Tom Berenger,Billy Zane,J.T. Walsh,Aden Young,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"USA, Peru",2
568,30533743.75156602,Paul Michael Glaser,93,Kazaam,Paul Michael Glaser,1996,2.9,24174,2.9,0.6,2.4,Shaquille O'Neal,Francis Capra,Ally Walker,James Acheson,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,USA,1
569,40361253.23377626,Carl Schultz,97,The Seventh Sign,Clifford Green,1988,5.9,15943,5.9,1.6,5.7568928771733034,Demi Moore,Michael Biehn,Jürgen Prochnow,Peter Friedman,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,USA,1
570,24341266.51225673,Christopher Guest,90,Best in Show,Christopher Guest,2000,7.5,52919,7.5,9.4,7.8,Jay Brazeau,Parker Posey,Michael Hitchcock,Catherine O'Hara,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
571,38072457.46798752,Brian De Palma,113,Casualties of War,Daniel Lang,1989,7.1,41316,7.1,8.4,5.7568928771733034,Michael J. Fox,Sean Penn,Don Harvey,John C. Reilly,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,USA,1
572,28333747.94973896,Wayne Wang,114,Anywhere But Here,Mona Simpson,1999,6.2,18527,6.2,6.4,5.9,Susan Sarandon,Natalie Portman,Hart Bochner,Eileen Ryan,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
573,30032551.9473354,Tony Scott,116,The Fan,Peter Abrahams,1996,5.8,44531,5.8,3.4,3.2,Robert De Niro,Wesley Snipes,Ellen Barkin,John Leguizamo,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,USA,1
574,23286397.11355888,Elizabeth Allen Rosenbaum,104,Aquamarine,John Quaintance,2006,5.3,36364,5.3,5.1,5.1,Emma Roberts,JoJo,Sara Paxton,Jake McDorman,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1
575,28140367.82362429,Oliver Parker,97,An Ideal Husband,Oscar Wilde,1999,6.9,16818,6.9,8.5,6.7,Peter Vaughan,Rupert Everett,Minnie Driver,Cate Blanchett,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"UK, France, USA",3
576,23004084.913166195,Kurt Wimmer,88,Ultraviolet,Kurt Wimmer,2006,4.4,77110,4.4,0.9,1.8,Milla Jovovich,Cameron Bright,Nick Chinlund,Sebastien Andrieu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,USA,1
577,28840296.693911385,Bob Spiers,89,That Darn Cat,Gordon Gordon,1997,4.6,6576,4.6,1.3,5.7568928771733034,Christina Ricci,Doug E. Doug,Dean Jones,George Dzundza,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
578,32003889.97353461,Mario Van Peebles,111,Posse,Sy Richardson,1993,5.5,7108,5.5,2.9,5.7568928771733034,Mario Van Peebles,Stephen Baldwin,Charles Lane,Tommy 'Tiny' Lister,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"UK, USA",2
579,31189725.002338305,Glenn Gordon Caron,108,Love Affair,Mildred Cram,1994,5.9,7395,5.9,3.0,5.7568928771733034,Warren Beatty,Annette Bening,Katharine Hepburn,Garry Shandling,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1
580,37222942.8425315,Woody Allen,104,Crimes and Misdemeanors,Woody Allen,1989,8.0,53075,8.0,9.3,7.7,Bill Bernstein,Martin Landau,Claire Bloom,Stephanie Roth Haberle,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
581,23323113.11638867,Frank Nissen,68,Pooh's Heffalump Movie,Brian Hohlfeld,2005,6.4,7127,6.4,7.9,6.4,Jim Cummings,John Fiedler,Nikita Hopkins,Kath Soucie,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,USA,1
582,34550813.16714447,Carl Reiner,87,Sibling Rivalry,Martha Goldhirsh,1990,5.4,6166,5.4,2.2,5.7568928771733034,Kirstie Alley,Bill Pullman,Carrie Fisher,Jami Gertz,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
583,29431738.88566295,Holly Goldberg Sloan,100,The Big Green,Holly Goldberg Sloan,1995,5.5,11199,5.5,0.0,5.7568928771733034,Steve Guttenberg,Olivia d'Abo,Jay O. Sanders,John Terry,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,USA,1
584,40814754.58125401,Jim McBride,102,The Big Easy,Daniel Petrie Jr.,1986,6.6,14979,6.6,8.9,7.7,Dennis Quaid,Ellen Barkin,Ned Beatty,John Goodman,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,USA,1
585,27776016.326230776,Kevin Costner,177,The Postman,David Brin,1997,6.0,65835,6.0,0.9,2.9,Kevin Costner,Will Patton,Larenz Tate,Olivia Williams,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,USA,1
586,21890442.20377938,Kevin Macdonald,123,The Last King of Scotland,Peter Morgan,2006,7.7,163789,7.7,8.7,7.4,Forest Whitaker,James McAvoy,Kerry Washington,Gillian Anderson,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"UK, Germany",2
