,BoxOffice,Director,Runtime,Title,Writer,Year,imdbRating,imdbVotes,Internet_Movie_Database,Rotten_Tomatoes,Metacritic,First_actor,Second_actor,Third_actor,Forth_actor,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,Country,Country_count
5352,17463323.385653157,James Fargo,90,Forced Vengeance,Franklin Thompson,1982,5.6,7428,5.6,5.940134117214773,5.7568928771733034,Chuck Norris,Mary Louise Weller,Camila Griggs,Michael Cavanaugh,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
5353,20435147.06875803,Art Linson,99,Where the Buffalo Roam,Hunter S. Thompson,1980,6.7,15705,6.7,1.7,5.7568928771733034,Peter Boyle,Bill Murray,Bruno Kirby,Rene Auberjonois,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
5354,9768569.553878922,Hugh Hudson,114,I Dreamed of Africa,Kuki Gallmann,2000,5.6,6494,5.6,1.0,3.3,Kim Basinger,Vincent Perez,Liam Aiken,Garrett Strommen,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1
5355,16182814.21143609,Jonathan Demme,100,Swing Shift,Nancy Dowd,1984,5.9,8383,5.9,9.2,5.7568928771733034,Goldie Hawn,Kurt Russell,Christine Lahti,Fred Ward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,USA,1
5356,14199339.352220414,David Anspaugh,105,Fresh Horses,Larry Ketron,1988,5.0,5710,5.0,0.0,5.7568928771733034,Molly Ringwald,Andrew McCarthy,Patti D'Arbanville,Ben Stiller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
5357,15318398.854604065,Harley Cokeliss,100,Black Moon Rising,John Carpenter,1986,5.4,8821,5.4,3.0,5.7568928771733034,Tommy Lee Jones,Linda Hamilton,Robert Vaughn,Richard Jaeckel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1
5358,7838816.516722607,Tamara Jenkins,113,The Savages,Tamara Jenkins,2007,7.2,35514,7.2,8.9,8.5,Laura Linney,Philip Seymour Hoffman,Philip Bosco,Peter Friedman,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
5359,11564047.692555038,Robert Radler,101,Best of the Best II,Max Strom,1993,5.4,8172,5.4,1.0,5.7568928771733034,Eric Roberts,Phillip Rhee,Chris Penn,Edan Gross,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
5360,6837971.389200001,Kar-Wai Wong,130,The Grandmaster,Kar-Wai Wong,2013,6.6,28747,6.6,7.8,7.3,Tony Chiu-Wai Leung,Cung Le,Qingxiang Wang,Elvis Tsui,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Hong Kong, China",2
5361,8601799.716650844,Danny Boyle,98,Millions,Frank Cottrell Boyce,2004,6.9,25293,6.9,8.8,7.4,Alex Etel,Lewis McGibbon,James Nesbitt,Daisy Donovan,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UK,1
5362,11517441.095769444,Charles Grosvenor,71,Once Upon a Forest,Rae Lambert,1993,6.6,7875,6.6,2.2,5.7568928771733034,Michael Crawford,Ben Vereen,Ellen Blain,Benji Gregory,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UK, USA, Taiwan, Spain, Canada, Denmark, Argentina",7
5363,7652784.231937057,Fred Wolf,87,Strange Wilderness,Peter Gaulke,2008,5.3,21266,5.3,0.2,1.2,Steve Zahn,Allen Covert,Jonah Hill,Kevin Heffernan,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
5364,8112837.057882956,Yimou Zhang,114,Curse of the Golden Flower,Zhihong Bian,2006,7.0,41123,7.0,6.6,7.0,Yun-Fat Chow,Li Gong,Jay Chou,Ye Liu,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"China, Hong Kong",2
5365,15436299.470946532,Bernard Deyriès,72,Here Come the Littles,Heywood Kling,1985,7.2,4825,7.2,5.940134117214773,5.7568928771733034,Jimmy Keegan,Bettina Bush,Donavan Freberg,Hal Smith,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA, France, Japan",3
5366,11201453.682939887,Alan Parker,118,The Road to Wellville,T. Coraghessan Boyle,1994,5.8,13965,5.8,4.1,5.7568928771733034,Anthony Hopkins,Bridget Fonda,Matthew Broderick,John Cusack,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
5367,6995673.49221263,Sanjay Leela Bhansali,158,Bajirao Mastani,Nagnath S. Inamdar,2015,7.2,27252,7.2,6.7,5.7568928771733034,Ranveer Singh,Deepika Padukone,Priyanka Chopra,Tanvi Azmi,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,India,1
5368,7662900.186499999,Rajkumar Hirani,170,3 Idiots,Rajkumar Hirani,2009,8.4,286527,8.4,10.0,6.7,Aamir Khan,Madhavan,Sharman Joshi,Kareena Kapoor,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,India,1
5369,9091468.652170608,Roger Avary,110,The Rules of Attraction,Bret Easton Ellis,2002,6.7,49167,6.7,4.3,5.0,James Van Der Beek,Shannyn Sossamon,Jessica Biel,Kip Pardue,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Germany, USA",2
5370,7190736.452400003,Debra Granik,100,Winter's Bone,Debra Granik,2010,7.2,125705,7.2,9.4,9.0,Jennifer Lawrence,Isaiah Stone,Ashlee Thompson,Valerie Richards,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,USA,1
5371,8726772.080272734,Joshua Marston,101,Maria Full of Grace,Joshua Marston,2004,7.5,34297,7.5,9.7,8.7,Catalina Sandino Moreno,Virgina Ariza,Yenny Paola Vega,Rodrigo Sánchez Borhorquez,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Colombia, Ecuador, USA",3
5372,10281717.106583962,Ronny Yu,101,Warriors of Virtue,Michael Vickerman,1997,4.6,5412,4.6,1.8,5.7568928771733034,Angus Macfadyen,Mario Yedidia,Marley Shelton,Chao Li Chi,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA, Hong Kong, China, Canada",4
5373,8302032.0846,Jean-Pierre Jeunet,133,A Very Long Engagement,Sébastien Japrisot,2004,7.7,68975,7.7,7.8,7.6,Audrey Tautou,Gaspard Ulliel,Dominique Pinon,Chantal Neuwirth,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"France, USA",2
5374,25276767.54367325,Paul Schrader,114,Blue Collar,Paul Schrader,1978,7.6,11318,7.6,10.0,7.7,Richard Pryor,Harvey Keitel,Yaphet Kotto,Ed Begley Jr.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
5375,56838777.53687261,George Seaton,120,Teacher's Pet,Fay Kanin,1958,7.1,11936,7.1,8.3,5.7568928771733034,Clark Gable,Doris Day,Gig Young,Mamie Van Doren,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1
5376,6840052.233153655,Cyrus Nowrasteh,111,The Young Messiah,Anne Rice,2016,5.6,2999,5.6,4.6,3.3,Adam Greaves-Neal,Sara Lazzaro,Vincent Walsh,Finn Ireland,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
5377,8477909.295274816,George Armitage,88,The Big Bounce,Elmore Leonard,2004,4.9,18827,4.9,1.6,4.2,Owen Wilson,Butch Helemano,Charlie Sheen,Vinnie Jones,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
5378,12555052.131594913,Franco Amurri,108,Flashback,David Loughery,1990,6.2,8318,6.2,3.8,5.7568928771733034,Dennis Hopper,Kiefer Sutherland,Carol Kane,Paul Dooley,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
5379,16473569.666299146,Sam Peckinpah,103,The Osterman Weekend,Robert Ludlum,1983,5.9,12094,5.9,4.3,5.7568928771733034,Rutger Hauer,John Hurt,Craig T. Nelson,Dennis Hopper,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1
5380,5230223.3313470315,Alejandro Monteverde,106,Little Boy,Alejandro Monteverde,2015,7.4,20958,7.4,2.3,3.0,Jakob Salvati,Emily Watson,David Henrie,Michael Rapaport,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Mexico, USA",2
5381,11346297.68277106,Russell Mulcahy,105,The Real McCoy,Desmond Lowden,1993,5.5,10987,5.5,1.8,5.7568928771733034,Kim Basinger,Val Kilmer,Terence Stamp,Gailard Sartain,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1
5382,16438506.047631472,Bob Fosse,103,Star 80,Teresa Carpenter,1983,6.7,9956,6.7,9.0,6.3,Mariel Hemingway,Eric Roberts,Cliff Robertson,Carroll Baker,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
5383,10733677.26500936,Woody Allen,95,Mighty Aphrodite,Woody Allen,1995,7.1,38358,7.1,7.7,5.9,Pamela Blair,Rene Ceballos,Elie Chaib,George De La Pena,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1
5384,16925807.66623957,Jules Bass,92,The Last Unicorn,Peter S. Beagle,1982,7.5,26747,7.5,6.3,5.7568928771733034,Alan Arkin,Jeff Bridges,Mia Farrow,Tammy Grimes,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA, UK, Japan, West Germany, France",5
5385,10009217.169900468,Bill Condon,105,Gods and Monsters,Christopher Bram,1998,7.5,29790,7.5,9.5,7.4,Ian McKellen,Brendan Fraser,Lynn Redgrave,Lolita Davidovich,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA, UK",2
5386,13762828.643491454,Michael Dinner,83,Hot to Trot,Stephen Neigher,1988,4.3,6903,4.3,0.0,5.7568928771733034,Bobcat Goldthwait,Dabney Coleman,John Candy,Virginia Madsen,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1
5387,7469415.560194327,Julian Jarrold,133,Brideshead Revisited,Andrew Davies,2008,6.7,12501,6.7,6.2,6.4,Matthew Goode,Thomas Morrison,David Barrass,Anna Madeley,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"UK, Italy, Morocco",3
5388,13736956.827953152,Stewart Raffill,95,Mac and Me,Stewart Raffill,1988,3.4,12984,3.4,0.0,5.7568928771733034,Christine Ebersole,Jonathan Ward,Tina Caspary,Lauren Stanley,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,USA,1
