,BoxOffice,Runtime,Title,Year,imdbVotes,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,Country,Country_count,score_of_D,score_of_W,score_of_A
385,53929697.64635482,121,The Long Kiss Goodnight,1996,69260,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,USA,1,0.5282904004052676,0.14778532451838994,2.2051668666033883
386,39254259.03249947,104,Doubt,2008,112513,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,USA,1,0.08178612872929995,0.14249538248353696,3.531518108389313
387,47605032.41260498,95,Black Knight,2001,37069,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.06845221413684696,0.031732987417787475,1.583903955496541
388,61705353.64790539,134,Grand Canyon,1991,17482,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.4869715644663234,0.23305959442329408,3.303620018705605
389,48497952.24326666,99,Dracula 2000,2000,32251,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,USA,1,0.10530246494839009,0.017088247348044042,2.0454324555753174
390,42487417.56540828,130,In Her Shoes,2005,57633,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"USA, Germany, UK",3,0.46016674282716313,0.021690855944861403,1.9558251253625991
391,20636742.0,115,Annihilation,2018,180083,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,"UK, USA",2,0.09434386523566766,0.051091797895890835,1.1232349456909039
392,48057411.2602394,115,Return to Me,2000,20272,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,0.03732591601475714,0.02113091519384768,1.53847841135614
393,37784901.88228083,91,When in Rome,2010,57371,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,0.12603477615567069,0.05257132847941338,2.5459088628062734
394,54228275.08319583,97,Tommy Boy,1995,72189,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.28121774314839265,0.019955240376890494,1.0732705088030352
395,126571792.76481986,127,Coming Home,1978,16484,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,USA,1,0.23968016551042878,0.05039628102089528,1.9634502599888581
396,42204073.26334862,96,Just Friends,2005,96201,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Germany, USA, Canada",3,0.16748107569201046,0.018929508758283847,2.014839958152634
397,44022319.63560931,86,Darkness Falls,2003,30155,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"USA, Australia",2,0.11937156179715373,0.013232414530772669,0.11464226336493918
398,49393752.25623241,108,October Sky,1999,75697,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.3536390397977862,0.024177999865322014,2.465622532587729
399,45610711.50346565,112,Bend It Like Beckham,2002,99843,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"UK, Germany, USA",3,0.13300443274153034,0.04779987607723018,1.2459574603003216
400,60294022.03056314,132,Jungle Fever,1991,18741,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,0.9117924213106189,0.22118026699202914,1.764559678438966
401,40668667.07297891,87,Black Sheep,2006,38664,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,New Zealand,1,0.03688390661815857,0.020922911603509883,0.12652020423131724
402,50241115.49014935,89,Bride of Chucky,1998,48855,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"USA, Canada",2,0.14812535709406724,0.10004310637903824,1.171109226112443
403,56441384.87786568,139,The Age of Innocence,1993,46089,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,1.2354087994652814,0.050573423457024244,2.4677269416821668
404,41431230.624,108,House of Wax,2005,107372,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,"Australia, USA",2,0.29811614309930373,0.01631654652247874,0.3174100530705015
405,53149728.10898089,111,Leaving Las Vegas,1995,107489,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"France, UK, USA",3,0.3697118610803744,0.06097179739762326,2.9551347957791068
406,33301198.19332475,104,She's Out of My League,2010,115068,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,0.07085725971566267,0.12499923595569226,0.9981825439230125
407,273474402.72,109,Psycho,1960,522697,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,USA,1,0.21847016250273424,0.04850993420528615,0.5392404123111328
408,44914180.52961804,115,Murder by Numbers,2002,50542,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,USA,1,0.34921900146545554,0.06552618267036302,2.653986760300034
409,97886147.059449,104,Dressed to Kill,1980,34664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,USA,1,0.6774340503451335,0.16426565980363206,2.111434381402036
410,73511624.24588108,119,Children of a Lesser God,1986,17771,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,0.17642472058427558,0.022599182149517748,1.6407886388063206
411,37250931.01294089,128,Milk,2008,153672,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.6572611456602764,0.06526282394909817,2.8119534425318085
412,37361529.69732192,79,9,2009,124449,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,USA,1,0.037983707493292634,0.021438475117800636,2.5854969918583017
413,41431230.624,90,The Wedding Date,2005,45707,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,0.06065712201344584,0.015822317534323546,1.8392155762498583
414,37337105.08715825,117,The Soloist,2009,49036,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"UK, France, USA",3,0.2740552921496158,0.1343016744924996,3.0528907217368784
415,52431189.62782768,139,Rob Roy,1995,40865,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"USA, UK",2,0.3381374351544923,0.021790843415130035,3.742129489254392
416,47807556.27518292,133,Random Hearts,1999,21188,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,USA,1,0.495226956732753,0.04072635684940474,3.000045264738383
417,36878799.2642,98,The Eye,2008,48761,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,"USA, Canada",2,0.06900940430478285,0.09416501076603236,1.4135465077657856
418,36642980.48361839,114,Leatherheads,2008,30849,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"USA, Germany",2,0.2268339950551898,0.019788563997086298,0.4187910409423172
419,54561909.77513506,101,The Secret Garden,1993,35893,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.3214371181053886,0.05074326685011567,0.789375429781913
420,36123673.591327146,113,The Debt,2010,61095,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"USA, UK, Hungary, Israel",4,0.4457370036727644,0.022427974532330964,2.4760826856453493
421,60091357.73951381,113,Air America,1990,28498,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.3817192900162109,0.015605334101949619,2.9410968936926176
422,35933187.50331446,107,Morning Glory,2010,66558,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,0.4757344796279083,0.130387094621394,0.8382286360945198
423,41247759.823856585,116,Hollywood Homicide,2003,35655,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.3722275320744748,0.017061736310262306,2.5859541631296747
424,75255517.74343035,137,Dune,1984,113211,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"USA, Mexico",2,0.4027296802650008,0.019732640551220152,0.66115016195949
425,48665712.75719287,102,Home Alone 3,1997,93133,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.29096005440751943,0.4799337456190083,0.2855593096830066
426,52193070.47039323,93,Blank Check,1994,19833,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.059943817212090834,0.01635600359266375,0.4386820582927883
427,55028082.4666449,91,Sleepwalkers,1992,21381,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.026337983402533825,0.6079863389996045,0.3977742084347647
428,77464391.60037571,105,Uncommon Valor,1983,12605,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1,0.3990580929761512,0.05871512929585321,2.1989639753268784
429,33956353.8254,81,The Sitter,2011,65676,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.49630361259616207,0.016523447284066985,0.8611639849555857
430,48946174.93180023,93,Sgt. Bilko,1996,22621,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.4089304550569213,0.03019347299606581,2.4828307745091127
431,43584503.103,101,Queen of the Damned,2002,50994,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"USA, Australia",2,0.06230960186084467,0.05132360554895573,0.5818896581742566
432,55876355.3446051,110,Double Impact,1991,37508,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.10322048584454953,0.07820961735872713,1.0085326189612926
433,35268102.43804338,111,The Bank Job,2008,164973,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"UK, USA, Australia",3,0.602188490106316,0.099367388280801,1.5470149032133889
434,61274649.93186255,114,Road House,1989,55353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1,0.10500827857060939,0.06250913225211444,1.6832469544452564
435,52561885.70804351,109,Point of No Return,1993,26261,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1,0.5305749022970861,0.47925831274656766,2.5338001626560533
436,45166106.40292934,121,Mystery Men,1999,60453,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,USA,1,0.036661823790381694,0.031899604968455564,1.467370070231034
437,77905003.86784698,136,The World According to Garp,1982,27851,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.3853855368487069,0.0993491331348434,3.120675244970911
438,48805681.38110555,95,Major Payne,1995,30162,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.23397595029582513,0.0423726052272925,0.6256222519873882
439,32719532.9907,87,Priest,2011,106978,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,USA,1,0.06529423195196708,0.05235019671463226,0.9110219968191027
440,181917785.52359092,118,The Last Picture Show,1971,43060,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.39712357936009945,0.12259779453367234,1.858451014128915
441,45734247.33700822,106,Out to Sea,1997,9845,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,0.4437227998716571,0.03917793320718008,1.6491832556603512
442,52279880.27247008,84,3 Ninjas,1992,21919,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.4110360331038886,0.01631654652247874,0.2672812484172565
443,121026666.657,105,Herbie Goes to Monte Carlo,1977,11674,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,0.15469926609085702,0.019162952508728386,0.35392924551499505
444,41962803.029828414,97,The Watcher,2000,26364,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,USA,1,0.022961044493430133,0.013740296644462068,2.777377465411777
445,36689317.52210281,114,Capote,2005,115687,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"USA, Canada",2,0.15001573553578787,0.024571060826195965,0.9434871070421919
446,66021419.43237592,114,Hoosiers,1986,42749,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"UK, USA",2,0.2005579113123859,0.04976428403507071,3.0046468544295206
447,33600816.42514737,105,Brothers,2009,101742,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,USA,1,0.3723726350291611,0.11820001336704454,3.2275137435476644
448,110318262.86887573,98,House Calls,1978,7120,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,0.2455854207660934,0.01948259086680377,0.993257482858876
449,35583832.15929747,103,Employee of the Month,2006,42505,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,0.026874685130918587,0.015893939270343774,0.6337591717624651
450,39770118.14493475,90,The Crocodile Hunter: Collision Course,2002,8148,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Australia, USA",2,0.03252581296457462,0.018811533859977123,0.3920637068405626
451,31032959.1252,106,Abduction,2011,71575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,USA,1,0.3262225225864938,0.03502307335683627,0.8265046383911697
452,44256280.64075931,107,Grosse Pointe Blank,1997,83354,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,USA,1,0.1200430242910491,0.02359655577971276,3.6600021345990874
453,43923825.39590319,117,The Edge,1997,65146,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1,0.2966531309850743,0.4212280743905674,2.835091197082465
454,28647654.243936274,102,Rings,2017,31738,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,USA,1,0.020684083439198316,0.029688551546397237,0.988142346025428
455,67586675.84664205,107,Teachers,1984,8254,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.5638886646236847,0.02042260217199092,2.152940544334416
456,53461193.39236849,97,Cadillac Man,1990,15653,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.602188490106316,0.04478680445689517,2.7386982310151913
457,129081679.18588492,117,Three Days of the Condor,1975,47293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,USA,1,0.495226956732753,0.023368359765306383,2.8933267528062423
458,187838.408160327,135,Love,2015,32576,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"France, Belgium",2,0.17561731845793915,0.09585499686643228,0.15183744504158303
459,37929749.24778932,106,The Brothers,2001,6066,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.07390367543880683,0.03963309555736845,0.7242987433325673
460,38223378.64525007,109,Brown Sugar,2002,10049,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,USA,1,0.1635934581574876,0.06432493871871475,0.8879712062825807
461,244995683.464,161,The Bridge on the River Kwai,1957,187881,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"UK, USA",2,0.2071101825836707,0.0672256550875887,0.6213558051932546
462,394787627.77454,88,The Jazz Singer,1927,20665,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,USA,1,0.03869698736127873,0.021769338394852716,0.1324772124076028
463,83184230.19660996,111,Flash Gordon,1980,49566,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"UK, USA, Netherlands",3,0.2157474821240126,0.0219892095288046,0.9756193651380939
464,55259338.4461746,84,All Dogs Go to Heaven,1989,35288,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Ireland, UK, USA",3,0.431219576706719,0.04081967305660657,1.4879557906757976
465,31491142.59413954,87,One Missed Call,2008,30417,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Japan, USA, Germany",3,0.059799349558369734,0.05363577099034729,1.0950692041381476
466,43336434.54824196,101,Eye for an Eye,1996,14855,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1,0.4966326348216251,0.020497849175494666,2.1729495509561905
467,41694963.490033306,91,Paulie,1998,15887,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.08161260534411073,0.0906637570939499,1.5979417623288845
468,31476172.6204,115,The Other Boleyn Girl,2008,95368,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"UK, USA",2,0.16006891536071524,0.22716461228301948,2.7189399139767993
469,35761228.16270324,102,Garden State,2004,201080,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,0.13001800170837416,0.023551125636325124,0.30096085579130616
470,62676493.08757361,130,Prizzi's Honor,1985,25282,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,0.17453695995239182,0.07382987570620544,2.473228770778332
471,22993945.349592946,93,The Forest,2016,35416,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,USA,1,0.023253956532337746,0.01390550556187138,0.08079543310647824
472,41870635.21813626,105,An American Werewolf in Paris,1997,24168,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"UK, Netherlands, Luxembourg, USA, France, Germany",6,0.06786090707572802,0.08701531069323153,0.847493387828233
473,40989691.87664083,111,Great Expectations,1998,49823,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,0.25604758418525386,0.11229763508992387,3.203726134545055
474,41603022.38486913,155,Boogie Nights,1997,217636,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.42604636519718614,0.22185530057032443,2.6480399694929457
475,51058431.23438002,100,House Party,1990,15456,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,USA,1,0.1750411841443448,0.05965608588017109,0.8591575663645098
476,45029705.10395958,100,I.Q.,1994,24937,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,0.6305735356746974,0.08628851013255451,2.6387065360692343
477,73114017.771938,87,Private Lessons,1981,8041,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.04399525632317566,0.033074847847975604,0.23678486843790025
478,48735364.98807338,108,Necessary Roughness,1991,13022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,USA,1,0.1976967361233359,0.01878599442086904,1.161170421222674
479,63723346.96044496,96,Protocol,1984,8679,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.5180141994956747,0.08471378090254582,0.8762945178526694
480,30319830.82256669,75,Superhero Movie,2008,59750,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.05928744329281212,0.09379621417481676,0.795719321710645
481,45219645.00921097,131,Shadowlands,1993,18502,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,UK,1,0.3596015186348106,0.14191493501214697,0.16935731649419922
482,41658008.02415949,108,From Dusk Till Dawn,1996,254306,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.4056850613755083,0.021336535530326613,2.8554111417491606
483,41575756.54187031,92,Down Periscope,1996,21971,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.19294359278048362,0.038403475978434076,1.4779061334520391
484,65260555.8821192,91,The Outsiders,1983,70958,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USA, France",2,0.6730983418528113,0.040601591367501834,2.2901881380842806
485,31099988.57254225,99,Nancy Drew,2007,19221,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,USA,1,0.3183158726796585,0.08632460373594598,0.6494332718198983
486,26374303.9057032,88,The House,2017,29757,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.025930993522206184,0.015385080848127338,1.3302700934273322
487,36083368.49664933,131,Captain Corelli's Mandolin,2001,33041,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,"UK, France, USA",3,0.4457370036727644,0.06779883097530515,2.7412152820599305
488,62136925.47166205,94,The Muppets Take Manhattan,1984,22077,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,USA,1,0.37655520453001046,0.04832882058956281,0.7260877259042888
489,32803092.689364795,119,Serenity,2005,266011,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,USA,1,0.09158088992262617,0.07724535008634292,0.4465034587258321
490,58420948.61335909,108,Heartburn,1986,12322,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.7560477914049833,0.14970901942982703,3.9577341697414212
491,39146004.74402596,124,Fallen,1998,69539,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,USA,1,0.26069161821341524,0.06155531036518319,4.118117414538833
492,33539319.16189105,97,Twisted,2004,20574,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Germany, USA",2,0.3261615384375087,0.029232326016023585,3.7813463810776633
493,36965287.519741856,110,Nurse Betty,2000,34084,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Germany, USA",2,0.22578530037882705,0.02228285421448499,3.783614862414263
494,45258613.79640377,101,The Cutting Edge,1992,20745,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,USA,1,0.17487812640593875,0.20406899129373593,0.6088957598763668
495,46599087.318919,90,Problem Child 2,1991,22504,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.2461145035712066,0.09753610943471959,0.8745983444109124
496,48510841.50913781,113,Navy Seals,1990,18330,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,1,0.19843228827517273,0.07334067125675689,1.4830371606476755
497,61002997.95371286,115,Moscow on the Hudson,1984,14487,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,USA,1,0.24710113398482694,0.04070143240457899,1.6076257768046933
498,48434343.72860155,81,Ernest Goes to Jail,1990,11840,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.12728402330070507,0.016765943653327207,0.3771647946246742
499,31565563.840967186,103,Unleashed,2005,94188,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"France, USA, UK",3,0.212452032622791,0.47925831274656766,2.87123640702834
500,31202895.5637,97,Elektra,2005,81652,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Canada, USA",2,0.09754512015739067,0.1369868097748668,1.013167453893389
501,74462267.32400522,116,Bronco Billy,1980,14710,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,1.3658918455887712,0.062071455279383035,2.376124421580106
502,55756976.47739507,117,Iron Eagle,1986,16419,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"USA, Israel, Canada",3,0.24869676667731636,0.05211252158410461,0.6575297079633624
503,29766327.59834249,96,An Inconvenient Truth,2006,77785,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.1769468399029151,0.05067155948946096,0.1734750877641596
504,34253668.699306674,86,Corky Romano,2001,14051,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.02020988968497908,0.012155574611630207,0.9430825679583258
505,37367737.243917,95,Good Burger,1997,26238,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.29500132589492023,0.03671375644572375,0.32722208270309716
506,62065601.83101139,97,Some Kind of Hero,1982,6119,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.23659516510888956,0.0644363264153613,1.3010314859402046
507,45651503.78385178,97,My Blue Heaven,1990,21016,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.5180141994956747,0.14970901942982703,2.170222456209611
508,43736872.39261532,109,Oscar,1991,30626,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.49359433090681265,0.01812029509539805,0.996033442109879
509,29220155.77070289,97,The Covenant,2006,45365,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,USA,1,0.5282904004052676,0.05928751449095423,0.6702890763633653
510,65025833.4614729,110,Ghost Story,1981,11851,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,USA,1,0.39920603878921523,0.01948259086680377,0.2704897193739578
511,41965761.85713011,118,Toys,1992,32398,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.7465569981661881,0.037956941750222156,3.176113044191575
512,36064178.04262104,127,One True Thing,1998,13202,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,1,0.14452835427083782,0.02304438576878172,3.7996867167581154
513,25073731.4671,108,Sanctum,2011,51458,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"USA, Australia",2,0.02996819905283957,0.017517726979339437,0.47546188805523737
